"x"
5556
8196280
5494028
5219
1142
3020145
1545591
10045
2831
1958
9314
5221787
3905191
2539527
1351631
11562
11186411
3290625
9706049
20078281
418
11485958
3318537
4908223
15027
34630095
1127
1803672
1334
16137601
8965153
36569
17846135
12455
4314311
28285259
20360454
2914062
19860558
9039027
13455701
7332776
10609599
540
8660746
15717
11703554
801441
6277287
171390
2423838
17674564
5854
2925968
16719912
4563494
13427273
3137
833
20796
2367064
3918
3494536
4485
117362
92535
3828093
4591222
11688174
38706
3601879
10507922
5613772
7511
34526896
30490003
3542506
13133125
50719
19860693
22069563
4952331
29018970
9293083
20411146
18513453
11354049
6233661
218725
2253054
961
1965
14642
15433727
11805998
4068
4026568
22070816
48706
58572
5660659
15601873
22196424
8335053
5573316
3377
14680607
24156726
27142
2661445
12662680
62238
22044691
1989677
4135
96775
5198914
19117
28069
6132589
31723
8937352
59386
1596675
34853
25960485
24397
50013
12245965
16306424
23052
21370890
9793
2315573
1366147
853
7894
5768596
4765
27219072
1486
11250
3644
11140376
3005855
10883844
2243502
4304225
5123174
21533496
1444899
26172924
6715060
2783352
17725200
44686
3075777
11721331
11013070
9204
11627445
10564118
22045790
91547
14249377
21597
4751
11441
34201361
25021280
1417117
1967401
10170583
28204
11372864
1394906
33280598
5215147
16827424
4185415
3994
1912872
2864
96553
28008
2367348
3929178
20629
27103449
3574610
26177071
31105011
2291113
45618
70634
28032966
187172
613
27903
8005997
32879688
8556399
22084869
31779
15430259
5767
2713033
12003159
15434170
11136338
1346871
1931310
16025157
1443919
22050140
9302037
847
8555472
12326775
9033666
8374270
7976200
10961201
11181573
3075669
10049669
8538678
11683133
3201792
6796604
2249947
15985
8804952
5678356
7344638
8407619
11511
13071801
7739548
7228519
13594686
8127
11025614
14317844
5579922
29019493
34121
1453177
20254256
66968
2618625
26373298
1366021
22050734
4473333
7541333
4524570
19660635
71374
433601
10972151
27314198
19614505
11097989
5912335
13352386
10937042
5516
9876959
3486982
29167693
10252865
13723638
3497221
22041711
5042636
21458435
50918
18282554
19371
635422
6883
26051717
5342282
7685276
90825
5216326
9553148
30513547
17053995
192858
3360645
19428
9238699
25213
10230767
31193726
1171201
4850646
37843
37508846
20386
27361315
13021
19621554
614053
9427
1182
13860
120560
26051663
19224064
1891
6483396
7486322
5057272
4376708
6029260
7834592
75984
32030755
10586209
31760449
201224
59351
39890
16234777
67874
3922354
13001
10788607
3300396
1587865
21290769
2288934
22993415
18659
27433638
22063582
11602
19125914
11719691
29130790
29164612
3829631
11910035
22054258
28218634
8929257
27053633
16732980
22045678
22903
4234
22177855
5142
2363758
2216
21166302
25776
1173
9068348
1920
33444081
12034510
24112728
215558
2989453
10126
31990776
10532470
2294934
12164554
5402577
27662891
7659359
30383770
10664358
8229465
11753547
3173796
3867
22205189
4894767
67781
6542435
10483525
24168742
14849038
17664785
4834743
3301115
5398839
16351512
46432
30928
14072900
17464562
5850034
1960528
2994470
1531853
25904516
5817678
2311074
3936890
21276396
4713
21039143
26423
22081510
100722
16874940
10572126
21748040
14767808
3839922
13951511
40726
55219
8376617
31674230
10394777
8504763
5545271
10927423
3008
3991395
11560529
11637464
6705344
13451254
17902063
319220
866
6672771
13133292
6761827
29030961
6979317
30841
8970462
6845724
7266
12132
6058597
8932041
9663034
2682336
24293
4998659
3798450
5575618
27691351
16021162
3086778
10042485
22055075
1965110
13708387
5770724
21556740
7586797
4505299
11667667
7975648
1996840
28488432
12253
9527814
13436
10571510
9630652
4952338
80003
4898514
12548070
5955
14409840
9833946
252
26884249
18156305
21442356
339706
32429176
43875
45297
19868
10866795
15059440
10034164
30940386
22045611
1905758
11375151
5320906
10779612
26283865
18617258
56767
10505039
10554390
199749
22046162
14183741
13519023
7652002
8972385
4567
8592995
21685135
569165
4952337
1554
17438200
7939528
25955794
3080
144833
16477707
9818867
391903
12652690
9509918
7930332
9146339
22044640
10451259
13377157
22077158
4922205
15843563
31851528
22084102
19828208
185
28940626
38563
183726
1447085
19164512
10576004
3410497
3006
24565823
11611140
35881514
3001
3451316
33927889
21420256
7292
7170967
5258791
20007018
1808
22103199
2193819
61511
4756165
7295625
5490165
22133135
7537
24187291
4560965
4952360
15379
32860623
3879861
19782390
31596290
3782076
51691
638872
33933907
10465270
13107593
5541827
9602116
22042395
691908
22094076
19424161
29659035
16196175
22051271
38717
71334
183692
22535743
19131782
18015930
31067206
39021
4832413
4390449
1397979
3240873
11126818
10483614
8056707
9212
19388130
17562555
22173530
24914017
152996
4399108
27239647
6158557
12269
30777963
5566510
36310406
3111988
11775876
11179234
367
20068115
10448622
11552917
45316
14669
42812
4952323
64836
14682420
17354488
13339387
55317
16227767
28130541
24928224
21603
41971
12602642
2311994
3929150
3758090
3497246
21225850
4077703
12849746
3394187
7115486
20891188
7295
13761454
16160044
16409081
16719526
3596605
2355834
9281863
21231
11831276
18716
16778926
20077243
129845
1344953
4658793
4406072
937
4066160
19958820
7176443
3603199
9242588
537036
3757693
206096
35381642
3489433
9762583
13398741
15673081
1036
18622941
35546272
2746
7431468
15674162
16415728
28602846
76826
16501144
822535
22050458
11226972
13413311
5424298
9698920
3676758
7689375
12378256
13738766
13709358
3486214
3747571
11757844
14932800
24614958
10182709
7224976
2254383
28904919
7464496
15530047
8956121
12219102
493369
164084
680826
21260189
22044500
22177766
31614488
26288785
10767872
2310497
357077
3052226
17130394
4293
30574396
5065988
33115458
11610797
13650806
20594053
38409
22100965
11632333
9441209
1901643
67450
11128151
28858802
28554749
33993744
3482
31982954
28866187
19752594
28627113
7756
18677284
7747014
17924077
24554915
6653643
10436032
7567680
22066338
16609427
27321561
28127161
16282
21201454
7372037
3482915
28884786
22086464
27720860
2832429
14999882
11216582
288366
10554425
25091455
9628645
29695887
10592123
10104856
10425739
3988913
31525657
2472535
12295530
19624216
27749497
3477976
15632404
10490024
506636
7368241
2705342
20938413
4428950
13474468
5372672
8622231
20364539
34868
4026562
31933
24139115
8204377
2888
6241868
1226045
22043279
4695527
389892
3969
25897601
2279725
46168
16657118
11689099
30172302
7751311
11244276
32499
8618028
7169424
4876188
9442637
12112997
2605913
21551313
11591355
11637006
24970472
1880842
25813828
29213896
30352973
99053
5336390
1856752
5047605
5235141
7090134
29651000
1619385
18211895
608
88553
21244550
13469063
20930939
6917017
17302759
20050878
20102171
1953184
16183278
12971482
22066609
12258
7037465
10223189
8071233
9697927
2747637
3479786
6301
22055427
16136781
10543965
5548530
1843
4835098
11389434
19682738
558679
6676267
34492604
16639
15497
28243812
21075741
1565
6408603
29805282
5495407
32076440
14561005
14293577
40291
16306144
20522143
16011
9693671
14886742
28281221
15061657
204887
14060599
17396607
323615
5628671
12887161
11855509
2947152
45947
27422418
203821
16439731
1953978
20214965
29124716
26728
7803
22100926
7795826
9236653
28931424
20853
8809028
13669169
1884014
5064429
2160
13626937
30731477
4985433
909608
24423
28572761
34453519
5389938
234076
20110543
300140
17985858
4929330
10741423
9082816
22537
8292833
7292977
27409660
28568
4653925
16401190
4863057
20742783
33310324
382186
15841
9236220
14670187
8923565
1342853
1888135
2389408
4952344
18642591
17129968
68610
18659489
22210909
7383645
30334789
28584132
31204048
17298978
15043600
26697
4102215
1905203
14074037
3453435
4812279
29155651
22071728
21898
5014894
9434919
16544888
6153937
6828567
224306
11604618
27595687
23487525
27130471
11750714
9752320
9553701
1227086
106664
24303626
9291544
8385646
487911
12752196
9956085
5815888
32641897
8016868
424503
34413095
11691650
2249675
692974
8285704
6977984
31282282
12785236
11151475
10574906
16618
24955186
92
16222538
17565919
21921633
11734247
26254530
33998771
5176747
8530710
6024929
12745301
12298212
8459142
9510062
20512942
11133344
12150380
11856626
21939902
728153
28811147
587
904433
22089058
10447369
30917912
5372332
5020143
12742535
3746639
327962
5507363
11665645
27660459
28142044
281254
19693512
12941757
8656309
54802
26356869
9002111
15253136
12830105
10492908
216473
6017830
24403579
29770854
13762
27272836
22051783
20842462
7171187
7774687
5328944
22633372
868438
28576474
4100576
23386
69810
48334
8622446
64908
809314
32385452
811856
5606650
8985694
20068777
4386034
42709
11736271
16004651
4646
13074870
18343968
12956084
10512714
16199844
22678742
9982829
29797375
33892359
7209067
266534
9764171
5877288
441612
21300036
17329677
22198050
7644203
31173450
7366756
2724070
18022234
6415918
30965
20548815
11059041
6650818
12962304
29026835
3968166
19602699
3083
30023023
7211958
20614901
1306873
27623900
9391011
6927975
